Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases,Total Previous Spending
379,54,Male,Dress,Clothing,62.0,Nevada,L,Orange,Winter,4.9,Yes,Cash,Next Day Air,Yes,Yes,23.0,Credit Card,Monthly,1426.0
380,32,Male,T-shirt,Clothing,29.0,Montana,S,Magenta,Fall,4.7,Yes,Debit Card,2-Day Shipping,Yes,Yes,46.0,Debit Card,Bi-Weekly,1334.0
381,39,Male,Backpack,Accessories,69.0,New Hampshire,XL,Beige,Fall,3.0,Yes,PayPal,Store Pickup,Yes,Yes,19.0,Bank Transfer,Weekly,1311.0
382,66,Male,Jewelry,Accessories,25.0,Maine,L,Lavender,Winter,3.4,Yes,Debit Card,Store Pickup,Yes,Yes,3.0,Credit Card,Every 3 Months,75.0
383,28,Male,Jeans,Clothing,76.0,California,M,Peach,Winter,3.2,Yes,PayPal,Store Pickup,Yes,Yes,47.0,PayPal,Quarterly,3572.0
384,50,Male,Sunglasses,Accessories,77.0,West Virginia,S,Magenta,Fall,2.9,Yes,Credit Card,Standard,Yes,Yes,6.0,PayPal,Quarterly,462.0
385,70,Male,Sweater,Clothing,33.0,California,M,Beige,Fall,4.5,Yes,Credit Card,2-Day Shipping,Yes,Yes,6.0,Venmo,Annually,198.0
386,67,Male,Shorts,Clothing,93.0,West Virginia,S,Yellow,Fall,2.7,Yes,Credit Card,Next Day Air,Yes,Yes,12.0,Credit Card,Bi-Weekly,1116.0
387,64,Male,Jewelry,Accessories,39.0,Louisiana,L,Brown,Spring,3.4,Yes,Cash,Express,Yes,Yes,40.0,PayPal,Quarterly,1560.0
388,45,Male,Coat,Outerwear,93.0,Georgia,L,Silver,Summer,4.6,Yes,Cash,Store Pickup,Yes,Yes,38.0,PayPal,Fortnightly,3534.0
389,22,Male,Handbag,Accessories,82.0,Washington,M,Orange,Summer,2.7,Yes,Credit Card,Store Pickup,Yes,Yes,10.0,PayPal,Quarterly,820.0
390,27,Male,Boots,Footwear,42.0,Virginia,L,Purple,Spring,4.2,Yes,Venmo,Standard,Yes,Yes,28.0,Bank Transfer,Monthly,1176.0
391,25,Male,Gloves,Accessories,71.0,Indiana,M,Indigo,Winter,3.2,Yes,Debit Card,2-Day Shipping,Yes,Yes,19.0,PayPal,Annually,1349.0
392,37,Male,Sweater,Clothing,86.0,Minnesota,L,Gray,Spring,4.8,Yes,Cash,Standard,Yes,Yes,25.0,Cash,Fortnightly,2150.0
393,26,Male,T-shirt,Clothing,82.0,Idaho,XL,Black,Spring,3.3,Yes,PayPal,Next Day Air,Yes,Yes,38.0,Credit Card,Annually,3116.0
394,33,Male,Shoes,Footwear,65.0,Vermont,L,Maroon,Fall,4.2,Yes,Credit Card,Standard,Yes,Yes,6.0,PayPal,Fortnightly,390.0
395,43,Male,Scarf,Accessories,0.0,North Dakota,M,Beige,Spring,4.8,Yes,PayPal,Store Pickup,Yes,Yes,7.0,Debit Card,Bi-Weekly,0.0
396,37,Male,Sneakers,Footwear,65.0,Rhode Island,L,Brown,Winter,4.9,Yes,Cash,Store Pickup,Yes,Yes,2.0,PayPal,Annually,130.0
397,46,Male,Dress,Clothing,88.0,South Carolina,S,Black,Fall,3.9,Yes,Bank Transfer,Standard,Yes,Yes,24.0,Bank Transfer,Annually,2112.0
398,22,Male,Belt,Accessories,46.0,Mississippi,M,Indigo,Fall,3.0,Yes,Venmo,Free Shipping,Yes,Yes,26.0,Cash,Annually,1196.0
399,20,Male,Boots,Footwear,67.0,Montana,S,Silver,Winter,4.6,Yes,PayPal,Free Shipping,Yes,Yes,25.0,Debit Card,Every 3 Months,1675.0
400,60,Male,Scarf,Accessories,35.0,Idaho,L,Blue,Fall,3.5,Yes,Credit Card,2-Day Shipping,Yes,Yes,10.0,Debit Card,Monthly,350.0
401,39,Male,Boots,Footwear,66.0,Utah,M,Green,Winter,4.8,Yes,Venmo,Free Shipping,Yes,Yes,14.0,PayPal,Fortnightly,924.0
402,43,Male,T-shirt,Clothing,91.0,Oklahoma,L,Orange,Fall,4.8,Yes,Bank Transfer,Standard,Yes,Yes,21.0,Cash,Quarterly,1911.0
403,31,Male,Backpack,Accessories,78.0,California,L,Cyan,Fall,3.0,Yes,PayPal,Express,Yes,Yes,26.0,PayPal,Monthly,2028.0
404,19,Male,Sneakers,Footwear,45.0,Nevada,M,Orange,Winter,4.5,Yes,Credit Card,Next Day Air,Yes,Yes,12.0,Bank Transfer,Annually,540.0
405,35,Male,T-shirt,Clothing,93.0,Delaware,M,Indigo,Spring,4.8,Yes,Credit Card,Store Pickup,Yes,Yes,11.0,Credit Card,Monthly,1023.0
406,41,Male,Jeans,Clothing,74.0,South Carolina,S,Silver,Summer,3.8,Yes,Debit Card,Standard,Yes,Yes,15.0,Cash,Annually,1110.0
407,52,Male,Gloves,Accessories,55.0,Maryland,M,Peach,Spring,4.6,Yes,Debit Card,Express,Yes,Yes,13.0,Cash,Monthly,715.0
408,45,Male,Hoodie,Clothing,76.0,North Carolina,XL,Teal,Spring,3.1,Yes,Debit Card,Next Day Air,Yes,Yes,5.0,Credit Card,Bi-Weekly,380.0
409,34,Male,Sneakers,Footwear,66.0,Alabama,L,White,Spring,3.4,Yes,Credit Card,Express,Yes,Yes,36.0,Cash,Fortnightly,2376.0
410,35,Male,Shorts,Clothing,51.0,Minnesota,M,Brown,Winter,3.3,Yes,Debit Card,2-Day Shipping,Yes,Yes,32.0,Bank Transfer,Monthly,1632.0
411,29,Male,Sweater,Clothing,26.0,Virginia,L,Lavender,Spring,4.8,Yes,Debit Card,2-Day Shipping,Yes,Yes,1.0,Credit Card,Quarterly,26.0
412,59,Male,Jeans,Clothing,29.0,Michigan,M,Indigo,Summer,2.8,Yes,Cash,Express,Yes,Yes,15.0,PayPal,Annually,435.0
413,24,Male,Jacket,Outerwear,74.0,Maine,M,Yellow,Summer,3.1,Yes,Venmo,Store Pickup,Yes,Yes,3.0,Bank Transfer,Weekly,222.0
414,70,Male,Jewelry,Accessories,99.0,Nevada,S,White,Summer,4.6,Yes,Debit Card,Free Shipping,Yes,Yes,48.0,Cash,Monthly,4752.0
415,29,Male,Backpack,Accessories,88.0,Wyoming,L,Violet,Winter,2.6,Yes,Bank Transfer,Store Pickup,Yes,Yes,30.0,Debit Card,Weekly,2640.0
416,67,Male,Coat,Outerwear,31.0,Connecticut,M,Lavender,Winter,2.6,Yes,Venmo,Express,Yes,Yes,40.0,Bank Transfer,Monthly,1240.0
417,36,Male,Belt,Accessories,55.0,Oregon,L,Olive,Spring,3.8,Yes,Bank Transfer,Free Shipping,Yes,Yes,24.0,Bank Transfer,Fortnightly,1320.0
418,23,Male,Sandals,Footwear,81.0,Mississippi,L,Beige,Fall,4.5,Yes,PayPal,Free Shipping,Yes,Yes,48.0,Debit Card,Quarterly,3888.0
419,18,Male,Sweater,Clothing,73.0,Illinois,L,Purple,Spring,3.0,Yes,Cash,Standard,Yes,Yes,27.0,Venmo,Bi-Weekly,1971.0
420,53,Male,Shorts,Clothing,91.0,Utah,S,Teal,Winter,3.5,Yes,Credit Card,Free Shipping,Yes,Yes,14.0,Credit Card,Every 3 Months,1274.0
421,32,Male,Socks,Clothing,54.0,North Carolina,S,Peach,Spring,3.8,Yes,Credit Card,Free Shipping,Yes,Yes,18.0,Debit Card,Bi-Weekly,972.0
422,38,Male,Shirt,Clothing,40.0,Kentucky,M,Violet,Winter,3.5,Yes,Cash,Standard,Yes,Yes,48.0,Cash,Bi-Weekly,1920.0
423,47,Male,Pants,Clothing,59.0,Minnesota,M,Purple,Fall,3.1,Yes,Bank Transfer,Store Pickup,Yes,Yes,32.0,Debit Card,Annually,1888.0
424,46,Male,Scarf,Accessories,26.0,New York,L,Teal,Spring,3.0,Yes,Bank Transfer,Store Pickup,Yes,Yes,21.0,Credit Card,Bi-Weekly,546.0
425,66,Male,Sweater,Clothing,23.0,Illinois,M,Gold,Winter,4.3,Yes,Credit Card,Standard,Yes,Yes,42.0,PayPal,Fortnightly,966.0
426,40,Male,Jeans,Clothing,87.0,North Dakota,S,Teal,Winter,3.3,Yes,Debit Card,Store Pickup,Yes,Yes,4.0,Credit Card,Quarterly,348.0
427,43,Male,Pants,Clothing,71.0,Louisiana,M,Violet,Winter,4.7,Yes,Cash,Express,Yes,Yes,19.0,Credit Card,Quarterly,1349.0
428,58,Male,Backpack,Accessories,91.0,Illinois,L,Black,Winter,4.5,Yes,Cash,Store Pickup,Yes,Yes,6.0,Credit Card,Quarterly,546.0
429,21,Male,Coat,Outerwear,64.0,Wyoming,XL,Gold,Winter,2.9,Yes,Venmo,Free Shipping,Yes,Yes,2.0,Debit Card,Fortnightly,128.0
430,42,Male,Sandals,Footwear,94.0,Washington,M,Gold,Winter,4.1,Yes,Venmo,2-Day Shipping,Yes,Yes,21.0,Cash,Fortnightly,1974.0
431,24,Male,Shirt,Clothing,40.0,Texas,M,Brown,Summer,3.5,Yes,Debit Card,Store Pickup,Yes,Yes,40.0,Debit Card,Annually,1600.0
432,43,Male,Hat,Accessories,76.0,New Hampshire,L,Cyan,Winter,3.4,Yes,Credit Card,Store Pickup,Yes,Yes,33.0,Cash,Fortnightly,2508.0
433,47,Male,Shirt,Clothing,86.0,Indiana,S,Indigo,Fall,3.3,Yes,Debit Card,Free Shipping,Yes,Yes,26.0,Venmo,Weekly,2236.0
434,49,Male,Skirt,Clothing,92.0,Alabama,M,Orange,Fall,3.2,Yes,Bank Transfer,Store Pickup,Yes,Yes,23.0,Credit Card,Fortnightly,2116.0
435,50,Male,Shoes,Footwear,52.0,Oklahoma,L,Pink,Spring,4.0,Yes,Bank Transfer,Store Pickup,Yes,Yes,39.0,PayPal,Every 3 Months,2028.0
436,51,Male,Coat,Outerwear,28.0,Montana,XL,Olive,Winter,3.6,Yes,PayPal,Next Day Air,Yes,Yes,42.0,Bank Transfer,Monthly,1176.0
437,40,Male,Pants,Clothing,46.0,Tennessee,L,Cyan,Summer,4.6,Yes,Cash,Free Shipping,Yes,Yes,41.0,Bank Transfer,Weekly,1886.0
438,45,Male,Jewelry,Accessories,50.0,New Mexico,M,Peach,Summer,2.6,Yes,Credit Card,Next Day Air,Yes,Yes,41.0,PayPal,Annually,2050.0
439,52,Male,Belt,Accessories,23.0,Iowa,M,Turquoise,Winter,4.3,Yes,Cash,Express,Yes,Yes,12.0,Credit Card,Fortnightly,276.0
440,62,Male,Jacket,Outerwear,50.0,Idaho,M,Turquoise,Summer,3.4,Yes,PayPal,Free Shipping,Yes,Yes,31.0,Cash,Monthly,1550.0
441,20,Male,Shirt,Clothing,89.0,Oklahoma,XL,Maroon,Winter,3.5,Yes,Debit Card,Store Pickup,Yes,Yes,34.0,Debit Card,Fortnightly,3026.0
442,43,Male,Hoodie,Clothing,81.0,Florida,M,Maroon,Winter,4.2,Yes,Bank Transfer,Standard,Yes,Yes,32.0,Credit Card,Annually,2592.0
443,29,Male,Sunglasses,Accessories,69.0,Michigan,M,Olive,Fall,3.5,Yes,Bank Transfer,Store Pickup,Yes,Yes,31.0,Credit Card,Quarterly,2139.0
444,22,Male,Sunglasses,Accessories,67.0,Hawaii,M,Magenta,Summer,3.6,Yes,PayPal,Free Shipping,Yes,Yes,24.0,PayPal,Annually,1608.0
445,48,Male,Dress,Clothing,20.0,California,M,Red,Summer,4.3,Yes,Debit Card,Store Pickup,Yes,Yes,31.0,Debit Card,Annually,620.0
446,42,Male,Boots,Footwear,29.0,Iowa,M,Olive,Fall,4.9,Yes,Bank Transfer,Standard,Yes,Yes,18.0,Venmo,Annually,522.0
447,19,Male,Shirt,Clothing,74.0,West Virginia,M,Silver,Summer,4.1,Yes,Bank Transfer,Store Pickup,Yes,Yes,15.0,Venmo,Monthly,1110.0
448,60,Male,Shorts,Clothing,82.0,Washington,S,Turquoise,Spring,3.6,Yes,Venmo,Standard,Yes,Yes,7.0,Bank Transfer,Every 3 Months,574.0
449,32,Male,Gloves,Accessories,23.0,Missouri,M,Yellow,Summer,3.4,Yes,Credit Card,Next Day Air,Yes,Yes,35.0,Bank Transfer,Fortnightly,805.0
450,26,Male,Jewelry,Accessories,60.0,New York,L,Peach,Summer,2.9,Yes,PayPal,2-Day Shipping,Yes,Yes,35.0,Bank Transfer,Monthly,2100.0
451,25,Male,Boots,Footwear,0.0,Connecticut,L,Beige,Summer,2.7,Yes,Venmo,Store Pickup,Yes,Yes,19.0,Credit Card,Monthly,0.0
452,66,Male,Jewelry,Accessories,31.0,Virginia,M,Pink,Summer,3.7,Yes,Cash,Express,Yes,Yes,26.0,Credit Card,Fortnightly,806.0
453,45,Male,Pants,Clothing,45.0,Missouri,M,Violet,Summer,3.3,Yes,Debit Card,Express,Yes,Yes,39.0,PayPal,Fortnightly,1755.0
454,54,Male,Jewelry,Accessories,56.0,Nebraska,XL,Peach,Winter,2.8,Yes,Cash,Next Day Air,Yes,Yes,22.0,Credit Card,Weekly,1232.0
455,37,Male,Jacket,Outerwear,97.0,New Jersey,S,Gold,Summer,3.2,Yes,Debit Card,Next Day Air,Yes,Yes,14.0,Cash,Bi-Weekly,1358.0
456,54,Male,Blouse,Clothing,100.0,Utah,XL,Gold,Fall,3.6,Yes,Credit Card,Store Pickup,Yes,Yes,50.0,Debit Card,Fortnightly,5000.0
457,50,Male,Blouse,Clothing,96.0,North Carolina,S,Indigo,Fall,4.0,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,33.0,Credit Card,Quarterly,3168.0
458,25,Male,Gloves,Accessories,99.0,Rhode Island,M,Blue,Spring,4.9,Yes,Credit Card,Next Day Air,Yes,Yes,48.0,Debit Card,Every 3 Months,4752.0
459,47,Male,Shorts,Clothing,91.0,Arkansas,L,Black,Winter,4.0,Yes,Debit Card,2-Day Shipping,Yes,Yes,48.0,PayPal,Monthly,4368.0
460,63,Male,Hat,Accessories,30.0,Maryland,L,Black,Winter,3.8,Yes,Debit Card,Standard,Yes,Yes,27.0,PayPal,Fortnightly,810.0
461,64,Male,Shoes,Footwear,65.0,South Carolina,L,Teal,Summer,3.7,Yes,Venmo,Store Pickup,Yes,Yes,27.0,Bank Transfer,Weekly,1755.0
462,18,Male,Boots,Footwear,93.0,Ohio,M,Yellow,Winter,3.9,Yes,Cash,Express,Yes,Yes,20.0,Venmo,Weekly,1860.0
463,59,Male,Jacket,Outerwear,81.0,Illinois,M,White,Fall,3.3,Yes,Debit Card,Express,Yes,Yes,48.0,Venmo,Every 3 Months,3888.0
464,37,Male,Jewelry,Accessories,81.0,Georgia,S,Orange,Summer,2.7,Yes,Venmo,Standard,Yes,Yes,29.0,Venmo,Weekly,2349.0
465,23,Male,Sunglasses,Accessories,52.0,Alabama,M,Silver,Winter,4.7,Yes,PayPal,Next Day Air,Yes,Yes,45.0,PayPal,Monthly,2340.0
466,54,Male,Skirt,Clothing,88.0,Oklahoma,M,Pink,Summer,2.8,Yes,Cash,Next Day Air,Yes,Yes,25.0,Cash,Quarterly,2200.0
467,38,Male,Jeans,Clothing,24.0,Vermont,L,Turquoise,Winter,4.6,Yes,Credit Card,Free Shipping,Yes,Yes,25.0,PayPal,Weekly,600.0
468,19,Male,Backpack,Accessories,51.0,Nebraska,S,Orange,Spring,4.5,Yes,Credit Card,2-Day Shipping,Yes,Yes,37.0,Debit Card,Every 3 Months,1887.0
469,34,Male,Backpack,Accessories,38.0,Georgia,S,Peach,Fall,5.0,Yes,Bank Transfer,Free Shipping,Yes,Yes,16.0,Cash,Quarterly,608.0
470,21,Male,Shorts,Clothing,46.0,Alabama,L,Pink,Fall,4.1,Yes,Debit Card,2-Day Shipping,Yes,Yes,30.0,Debit Card,Bi-Weekly,1380.0
471,50,Male,Dress,Clothing,63.0,Minnesota,L,Teal,Summer,4.6,Yes,Cash,Express,Yes,Yes,6.0,Cash,Every 3 Months,378.0
472,55,Male,Scarf,Accessories,72.0,Missouri,XL,White,Winter,4.9,Yes,Credit Card,2-Day Shipping,Yes,Yes,36.0,Bank Transfer,Quarterly,2592.0
473,20,Male,Jeans,Clothing,39.0,Georgia,L,Gray,Winter,3.9,Yes,Cash,Free Shipping,Yes,Yes,3.0,Bank Transfer,Quarterly,117.0
474,34,Male,Coat,Outerwear,42.0,West Virginia,L,Olive,Spring,3.9,Yes,Venmo,Store Pickup,Yes,Yes,29.0,PayPal,Every 3 Months,1218.0
475,62,Male,Sweater,Clothing,76.0,Arkansas,XL,Maroon,Summer,2.6,Yes,Debit Card,2-Day Shipping,Yes,Yes,15.0,Cash,Quarterly,1140.0
476,21,Male,Sneakers,Footwear,66.0,Ohio,L,Magenta,Summer,2.7,Yes,Cash,Free Shipping,Yes,Yes,18.0,Debit Card,Annually,1188.0
477,21,Male,Scarf,Accessories,90.0,Connecticut,M,Magenta,Spring,3.5,Yes,Venmo,Free Shipping,Yes,Yes,2.0,Debit Card,Fortnightly,180.0
478,42,Male,Sweater,Clothing,56.0,North Dakota,M,Green,Summer,3.7,Yes,Credit Card,Free Shipping,Yes,Yes,49.0,Debit Card,Weekly,2744.0
479,35,Male,Jewelry,Accessories,43.0,Kansas,XL,Turquoise,Winter,3.2,Yes,Debit Card,Free Shipping,Yes,Yes,48.0,Venmo,Annually,2064.0
480,39,Male,Handbag,Accessories,84.0,Iowa,L,Yellow,Winter,3.3,Yes,Bank Transfer,Store Pickup,Yes,Yes,43.0,Venmo,Monthly,3612.0
481,68,Male,Hoodie,Clothing,88.0,Vermont,M,Gray,Summer,4.8,Yes,Credit Card,Standard,Yes,Yes,30.0,Debit Card,Bi-Weekly,2640.0
482,46,Male,Hat,Accessories,88.0,Wisconsin,L,Peach,Fall,3.2,Yes,PayPal,2-Day Shipping,Yes,Yes,10.0,PayPal,Fortnightly,880.0
483,41,Male,Belt,Accessories,42.0,Connecticut,M,Yellow,Winter,2.5,Yes,PayPal,2-Day Shipping,Yes,Yes,11.0,Venmo,Annually,462.0
484,23,Male,Hoodie,Clothing,73.0,Oklahoma,M,White,Fall,3.9,Yes,Venmo,Store Pickup,Yes,Yes,12.0,Debit Card,Weekly,876.0
485,68,Male,Hat,Accessories,73.0,Missouri,L,Lavender,Summer,4.7,Yes,Credit Card,Free Shipping,Yes,Yes,28.0,Bank Transfer,Quarterly,2044.0
486,48,Male,Shoes,Footwear,44.0,Tennessee,S,Blue,Spring,2.6,Yes,Debit Card,Next Day Air,Yes,Yes,36.0,Debit Card,Fortnightly,1584.0
487,38,Male,Sandals,Footwear,63.0,New Mexico,M,Charcoal,Fall,2.8,Yes,Debit Card,Store Pickup,Yes,Yes,37.0,Venmo,Every 3 Months,2331.0
488,41,Male,Jacket,Outerwear,68.0,Iowa,L,Red,Winter,4.4,Yes,Credit Card,Store Pickup,Yes,Yes,22.0,Credit Card,Quarterly,1496.0
489,58,Male,Sweater,Clothing,29.0,Maine,L,Olive,Spring,4.6,Yes,Venmo,Standard,Yes,Yes,32.0,Venmo,Weekly,928.0
490,49,Male,Socks,Clothing,85.0,South Dakota,M,Green,Summer,3.2,Yes,Venmo,Standard,Yes,Yes,40.0,PayPal,Annually,3400.0
491,57,Male,Sneakers,Footwear,42.0,Colorado,M,Silver,Winter,4.2,Yes,PayPal,2-Day Shipping,Yes,Yes,47.0,Cash,Monthly,1974.0
492,49,Male,Coat,Outerwear,69.0,Vermont,M,Silver,Summer,3.7,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,24.0,Credit Card,Bi-Weekly,1656.0
493,50,Male,Shirt,Clothing,62.0,Michigan,M,Black,Fall,3.9,Yes,PayPal,Standard,Yes,Yes,11.0,Debit Card,Weekly,682.0
494,28,Male,Backpack,Accessories,48.0,Nevada,XL,Red,Summer,4.7,Yes,Debit Card,Store Pickup,Yes,Yes,19.0,Cash,Bi-Weekly,912.0
495,38,Male,Boots,Footwear,68.0,Indiana,M,Indigo,Winter,4.5,Yes,PayPal,Express,Yes,Yes,42.0,Debit Card,Weekly,2856.0
496,33,Male,Handbag,Accessories,36.0,Michigan,XL,Cyan,Fall,3.3,Yes,Credit Card,Free Shipping,Yes,Yes,6.0,Debit Card,Fortnightly,216.0
497,30,Male,Dress,Clothing,60.0,California,S,Maroon,Fall,3.3,Yes,Venmo,Express,Yes,Yes,31.0,Venmo,Fortnightly,1860.0
498,43,Male,Sneakers,Footwear,39.0,Oklahoma,S,Silver,Winter,4.6,Yes,Bank Transfer,Free Shipping,Yes,Yes,31.0,Cash,Weekly,1209.0
499,43,Male,Boots,Footwear,78.0,Iowa,M,Lavender,Spring,3.6,Yes,PayPal,Free Shipping,Yes,Yes,27.0,Bank Transfer,Monthly,2106.0
500,36,Male,Shoes,Footwear,99.0,Rhode Island,L,Silver,Winter,4.8,Yes,Credit Card,Express,Yes,Yes,24.0,PayPal,Monthly,2376.0
501,36,Male,T-shirt,Clothing,31.0,Washington,L,Purple,Fall,4.8,Yes,Bank Transfer,Next Day Air,Yes,Yes,35.0,Venmo,Every 3 Months,1085.0
502,64,Male,Boots,Footwear,45.0,Florida,M,Cyan,Spring,2.9,Yes,Debit Card,Next Day Air,Yes,Yes,21.0,Venmo,Annually,945.0
503,59,Male,Pants,Clothing,30.0,South Carolina,S,Cyan,Fall,2.8,Yes,Cash,Express,Yes,Yes,8.0,PayPal,Fortnightly,240.0
504,55,Male,Shoes,Footwear,24.0,West Virginia,M,Lavender,Summer,3.2,Yes,Credit Card,Next Day Air,Yes,Yes,26.0,Bank Transfer,Quarterly,624.0
505,42,Male,Shoes,Footwear,22.0,Missouri,M,Maroon,Winter,3.9,Yes,Bank Transfer,Free Shipping,Yes,Yes,26.0,PayPal,Annually,572.0
506,61,Male,T-shirt,Clothing,63.0,Maine,L,Gray,Spring,4.3,Yes,Credit Card,Express,Yes,Yes,9.0,Cash,Bi-Weekly,567.0
507,28,Male,Scarf,Accessories,40.0,Georgia,M,Olive,Fall,2.7,Yes,Cash,2-Day Shipping,Yes,Yes,48.0,Debit Card,Annually,1920.0
508,65,Male,Shorts,Clothing,20.0,Maine,M,Magenta,Spring,5.0,Yes,Bank Transfer,Store Pickup,Yes,Yes,33.0,Debit Card,Fortnightly,660.0
509,27,Male,Jewelry,Accessories,20.0,Illinois,S,Yellow,Winter,3.7,Yes,Cash,Store Pickup,Yes,Yes,31.0,PayPal,Quarterly,620.0
510,41,Male,T-shirt,Clothing,80.0,Delaware,L,Cyan,Summer,3.9,Yes,Bank Transfer,Free Shipping,Yes,Yes,17.0,Debit Card,Weekly,1360.0
511,21,Male,Shirt,Clothing,87.0,West Virginia,M,Teal,Fall,3.9,Yes,Credit Card,2-Day Shipping,Yes,Yes,22.0,Venmo,Annually,1914.0
512,61,Male,Shirt,Clothing,46.0,Hawaii,L,Yellow,Fall,3.1,Yes,Debit Card,Free Shipping,Yes,Yes,8.0,PayPal,Annually,368.0
513,19,Male,Gloves,Accessories,49.0,New York,L,Peach,Winter,3.3,Yes,Credit Card,Next Day Air,Yes,Yes,2.0,Bank Transfer,Monthly,98.0
514,22,Male,Scarf,Accessories,65.0,New Mexico,M,Peach,Fall,3.6,Yes,PayPal,Store Pickup,Yes,Yes,45.0,Venmo,Annually,2925.0
515,64,Male,Skirt,Clothing,62.0,Indiana,S,Olive,Winter,4.3,Yes,Debit Card,Standard,Yes,Yes,47.0,PayPal,Quarterly,2914.0
516,28,Male,Hat,Accessories,67.0,Kentucky,L,Charcoal,Spring,4.5,Yes,Credit Card,Next Day Air,Yes,Yes,7.0,Cash,Monthly,469.0
517,34,Male,Hoodie,Clothing,41.0,West Virginia,L,Indigo,Fall,2.8,Yes,Cash,2-Day Shipping,Yes,Yes,19.0,Debit Card,Bi-Weekly,779.0
518,61,Male,Boots,Footwear,49.0,North Dakota,L,Silver,Fall,2.7,Yes,Debit Card,Free Shipping,Yes,Yes,44.0,Cash,Every 3 Months,2156.0
519,24,Male,Blouse,Clothing,100.0,Oregon,M,Beige,Fall,2.9,Yes,PayPal,Next Day Air,Yes,Yes,16.0,Venmo,Every 3 Months,1600.0
520,19,Male,Belt,Accessories,54.0,Minnesota,L,Blue,Summer,4.4,Yes,Cash,2-Day Shipping,Yes,Yes,17.0,Bank Transfer,Quarterly,918.0
521,51,Male,Sunglasses,Accessories,84.0,South Carolina,M,White,Spring,3.9,Yes,Bank Transfer,Free Shipping,Yes,Yes,20.0,Debit Card,Quarterly,1680.0
522,36,Male,Shorts,Clothing,41.0,Vermont,L,Gold,Winter,3.5,Yes,Credit Card,Standard,Yes,Yes,50.0,Bank Transfer,Annually,2050.0
523,65,Male,Gloves,Accessories,88.0,Minnesota,M,Blue,Spring,2.5,Yes,PayPal,Store Pickup,Yes,Yes,37.0,Cash,Quarterly,3256.0
524,46,Male,Sandals,Footwear,40.0,Delaware,M,Orange,Spring,4.9,Yes,Cash,Express,Yes,Yes,5.0,PayPal,Quarterly,200.0
525,59,Male,Shirt,Clothing,39.0,Pennsylvania,M,Gold,Summer,4.8,Yes,Venmo,Free Shipping,Yes,Yes,44.0,PayPal,Annually,1716.0
526,51,Male,Coat,Outerwear,37.0,Iowa,M,Cyan,Spring,3.2,Yes,Credit Card,Next Day Air,Yes,Yes,41.0,Debit Card,Monthly,1517.0
527,51,Male,Pants,Clothing,52.0,New Jersey,S,Red,Winter,4.9,Yes,Cash,Standard,Yes,Yes,19.0,Cash,Monthly,988.0
528,21,Male,T-shirt,Clothing,23.0,South Carolina,L,Yellow,Winter,4.3,Yes,Bank Transfer,Next Day Air,Yes,Yes,47.0,Bank Transfer,Every 3 Months,1081.0
529,34,Male,Sneakers,Footwear,88.0,Maryland,S,Beige,Winter,3.2,Yes,Venmo,Express,Yes,Yes,40.0,Cash,Annually,3520.0
530,32,Male,Shorts,Clothing,84.0,California,M,Orange,Fall,3.7,Yes,Cash,Standard,Yes,Yes,6.0,Credit Card,Monthly,504.0
531,48,Male,Coat,Outerwear,37.0,Montana,XL,Magenta,Winter,3.2,Yes,Venmo,Store Pickup,Yes,Yes,25.0,Credit Card,Bi-Weekly,925.0
532,50,Male,Sandals,Footwear,51.0,Vermont,L,Purple,Fall,3.4,Yes,Bank Transfer,Next Day Air,Yes,Yes,42.0,Cash,Weekly,2142.0
533,26,Male,Pants,Clothing,76.0,Texas,L,Black,Winter,4.1,Yes,Bank Transfer,Express,Yes,Yes,35.0,Bank Transfer,Every 3 Months,2660.0
534,57,Male,Sandals,Footwear,60.0,North Carolina,L,Pink,Spring,4.5,Yes,PayPal,Next Day Air,Yes,Yes,17.0,Debit Card,Weekly,1020.0
535,65,Male,Gloves,Accessories,72.0,Florida,L,Pink,Fall,4.5,Yes,Bank Transfer,Next Day Air,Yes,Yes,4.0,PayPal,Quarterly,288.0
536,56,Male,T-shirt,Clothing,45.0,West Virginia,L,Maroon,Spring,3.2,Yes,Credit Card,Free Shipping,Yes,Yes,24.0,Bank Transfer,Weekly,1080.0
537,44,Male,Jacket,Outerwear,84.0,Illinois,S,Maroon,Fall,4.4,Yes,Debit Card,Store Pickup,Yes,Yes,16.0,Debit Card,Every 3 Months,1344.0
538,50,Male,Blouse,Clothing,49.0,Virginia,S,Turquoise,Summer,3.0,Yes,Credit Card,Store Pickup,Yes,Yes,14.0,Debit Card,Annually,686.0
539,27,Male,Socks,Clothing,22.0,Virginia,XL,Green,Spring,3.2,Yes,PayPal,Free Shipping,Yes,Yes,43.0,Cash,Weekly,946.0
540,49,Male,Coat,Outerwear,48.0,Wyoming,M,Violet,Winter,4.0,Yes,Cash,Store Pickup,Yes,Yes,49.0,Debit Card,Weekly,2352.0
541,49,Male,Dress,Clothing,37.0,South Carolina,M,Lavender,Spring,3.1,Yes,Venmo,Next Day Air,Yes,Yes,33.0,Cash,Every 3 Months,1221.0
